pipeline_weight,query_id,retrieved_document_ids,binary_at_k,rank_score
0.6,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
0.65,36653543_1,"['36653543_1', '27703357_0', '30459645_2', '35387253_1', '35567795_1', '33231380_1', '35387253_0', '37847365_2', '33918047_1', '37391321_1']",1,1.0
0.65,33360592_0,"['33360592_0', '34098334_0', '33360592_1', '35838408_1', '25556215_1', '29220711_1', '30205328_0', '29220711_0', '32382957_1', '37403365_1']",1,1.0
0.65,25690381_0,"['33227742_0', '37840685_0', '31496868_0', '35605064_0', '37419600_0', '34307394_0', '31750835_0', '34404895_2', '34457991_0', '37397176_1']",0,0.0
0.65,37553283_1,"['37553283_1', '36539286_0', '37553283_0', '23756297_1', '35412463_2', '37470136_1', '27338092_1', '36273625_0', '36188912_0', '37394613_1']",1,1.0
0.65,34973101_1,"['34973101_1', '34003119_1', '36082949_1', '36400834_1', '30457482_1', '35065909_1', '36062807_1', '36624227_1', '35453917_1', '37390663_1']",1,1.0
0.65,36653206_1,"['36653206_1', '36653206_0', '35065909_1', '36283244_1', '33706046_1', '31324132_1', '36622410_1', '35900608_1', '30653149_1', '37394240_1']",1,1.0
0.65,30027158_0,"['30027158_0', '37352939_1', '34537885_0', '37436801_0', '37428547_0', '36467993_1', '28890949_0', '37870890_0', '28057607_0', '37428547_2']",1,1.0
0.65,35601287_1,"['35601287_1', '35696272_2', '37399055_2', '37606976_0', '35775697_0', '37089740_1', '37085970_0', '35601287_0', '35658908_1', '37393330_1']",1,1.0
0.65,33612139_0,"['33612139_0', '33612139_1', '36855437_1', '34442144_0', '36346798_0', '35774945_1', '28321856_0', '34483713_1', '36412770_0', '37415172_0']",1,1.0
0.65,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
0.7,36653543_1,"['36653543_1', '27703357_0', '30459645_2', '35387253_1', '35567795_1', '33231380_1', '35387253_0', '37847365_2', '33918047_1', '37391321_1']",1,1.0
0.7,33360592_0,"['33360592_0', '34098334_0', '33360592_1', '35838408_1', '25556215_1', '29220711_1', '30205328_0', '29220711_0', '32382957_1', '37403365_1']",1,1.0
0.7,25690381_0,"['33227742_0', '37840685_0', '31496868_0', '35605064_0', '37419600_0', '34307394_0', '31750835_0', '34404895_2', '34457991_0', '37397176_1']",0,0.0
0.7,37553283_1,"['37553283_1', '36539286_0', '37553283_0', '23756297_1', '35412463_2', '37470136_1', '27338092_1', '36273625_0', '36188912_0', '37394613_1']",1,1.0
0.7,34973101_1,"['34973101_1', '34003119_1', '36082949_1', '36400834_1', '30457482_1', '35065909_1', '36062807_1', '36624227_1', '35453917_1', '37390663_1']",1,1.0
0.7,36653206_1,"['36653206_1', '36653206_0', '35065909_1', '36283244_1', '33706046_1', '31324132_1', '36622410_1', '35900608_1', '30653149_1', '37394240_1']",1,1.0
0.7,30027158_0,"['30027158_0', '37352939_1', '34537885_0', '37436801_0', '37428547_0', '36467993_1', '28890949_0', '37870890_0', '28057607_0', '37428547_2']",1,1.0
0.7,35601287_1,"['35601287_1', '35696272_2', '37399055_2', '37606976_0', '35775697_0', '37089740_1', '37085970_0', '35601287_0', '35658908_1', '37393330_1']",1,1.0
0.7,33612139_0,"['33612139_0', '33612139_1', '36855437_1', '34442144_0', '36346798_0', '35774945_1', '28321856_0', '34483713_1', '36412770_0', '37415172_0']",1,1.0
0.7,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
0.75,36653543_1,"['36653543_1', '27703357_0', '30459645_2', '35387253_1', '35567795_1', '33231380_1', '35387253_0', '37847365_2', '33918047_1', '37391321_1']",1,1.0
0.75,33360592_0,"['33360592_0', '34098334_0', '33360592_1', '35838408_1', '25556215_1', '29220711_1', '30205328_0', '29220711_0', '32382957_1', '37403365_1']",1,1.0
0.75,25690381_0,"['33227742_0', '37840685_0', '31496868_0', '35605064_0', '37419600_0', '34307394_0', '31750835_0', '34404895_2', '34457991_0', '37397176_1']",0,0.0
0.75,37553283_1,"['37553283_1', '36539286_0', '37553283_0', '23756297_1', '35412463_2', '37470136_1', '27338092_1', '36273625_0', '36188912_0', '37394613_1']",1,1.0
0.75,34973101_1,"['34973101_1', '34003119_1', '36082949_1', '36400834_1', '30457482_1', '35065909_1', '36062807_1', '36624227_1', '35453917_1', '37390663_1']",1,1.0
0.75,36653206_1,"['36653206_1', '36653206_0', '35065909_1', '36283244_1', '33706046_1', '31324132_1', '36622410_1', '35900608_1', '30653149_1', '37394240_1']",1,1.0
0.75,30027158_0,"['30027158_0', '37352939_1', '34537885_0', '37436801_0', '37428547_0', '36467993_1', '28890949_0', '37870890_0', '28057607_0', '37428547_2']",1,1.0
0.75,35601287_1,"['35601287_1', '35696272_2', '37399055_2', '37606976_0', '35775697_0', '37089740_1', '37085970_0', '35601287_0', '35658908_1', '37393330_1']",1,1.0
0.75,33612139_0,"['33612139_0', '33612139_1', '36855437_1', '34442144_0', '36346798_0', '35774945_1', '28321856_0', '34483713_1', '36412770_0', '37415172_0']",1,1.0
0.75,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
0.8,36653543_1,"['36653543_1', '27703357_0', '30459645_2', '35387253_1', '35567795_1', '33231380_1', '35387253_0', '37847365_2', '33918047_1', '37391321_1']",1,1.0
0.8,33360592_0,"['33360592_0', '34098334_0', '33360592_1', '35838408_1', '25556215_1', '29220711_1', '30205328_0', '29220711_0', '32382957_1', '37403365_1']",1,1.0
0.8,25690381_0,"['33227742_0', '37840685_0', '31496868_0', '35605064_0', '37419600_0', '34307394_0', '31750835_0', '34404895_2', '34457991_0', '37397176_1']",0,0.0
0.8,37553283_1,"['37553283_1', '36539286_0', '37553283_0', '23756297_1', '35412463_2', '37470136_1', '27338092_1', '36273625_0', '36188912_0', '37394613_1']",1,1.0
0.8,34973101_1,"['34973101_1', '34003119_1', '36082949_1', '36400834_1', '30457482_1', '35065909_1', '36062807_1', '36624227_1', '35453917_1', '37390663_1']",1,1.0
0.8,36653206_1,"['36653206_1', '36653206_0', '35065909_1', '36283244_1', '33706046_1', '31324132_1', '36622410_1', '35900608_1', '30653149_1', '37394240_1']",1,1.0
0.8,30027158_0,"['30027158_0', '37352939_1', '34537885_0', '37436801_0', '37428547_0', '36467993_1', '28890949_0', '37870890_0', '28057607_0', '37428547_2']",1,1.0
0.8,35601287_1,"['35601287_1', '35696272_2', '37399055_2', '37606976_0', '35775697_0', '37089740_1', '37085970_0', '35601287_0', '35658908_1', '37393330_1']",1,1.0
0.8,33612139_0,"['33612139_0', '33612139_1', '36855437_1', '34442144_0', '36346798_0', '35774945_1', '28321856_0', '34483713_1', '36412770_0', '37415172_0']",1,1.0
0.8,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
0.85,36653543_1,"['36653543_1', '27703357_0', '30459645_2', '35387253_1', '35567795_1', '33231380_1', '35387253_0', '37847365_2', '33918047_1', '37391321_1']",1,1.0
0.85,33360592_0,"['33360592_0', '34098334_0', '33360592_1', '35838408_1', '25556215_1', '29220711_1', '30205328_0', '29220711_0', '32382957_1', '37403365_1']",1,1.0
0.85,25690381_0,"['33227742_0', '37840685_0', '31496868_0', '35605064_0', '37419600_0', '34307394_0', '31750835_0', '34404895_2', '34457991_0', '37397176_1']",0,0.0
0.85,37553283_1,"['37553283_1', '36539286_0', '37553283_0', '23756297_1', '35412463_2', '37470136_1', '27338092_1', '36273625_0', '36188912_0', '37394613_1']",1,1.0
0.85,34973101_1,"['34973101_1', '34003119_1', '36082949_1', '36400834_1', '30457482_1', '35065909_1', '36062807_1', '36624227_1', '35453917_1', '37390663_1']",1,1.0
0.85,36653206_1,"['36653206_1', '36653206_0', '35065909_1', '36283244_1', '33706046_1', '31324132_1', '36622410_1', '35900608_1', '30653149_1', '37394240_1']",1,1.0
0.85,30027158_0,"['30027158_0', '37352939_1', '34537885_0', '37436801_0', '37428547_0', '36467993_1', '28890949_0', '37870890_0', '28057607_0', '37428547_2']",1,1.0
0.85,35601287_1,"['35601287_1', '35696272_2', '37399055_2', '37606976_0', '35775697_0', '37089740_1', '37085970_0', '35601287_0', '35658908_1', '37393330_1']",1,1.0
0.85,33612139_0,"['33612139_0', '33612139_1', '36855437_1', '34442144_0', '36346798_0', '35774945_1', '28321856_0', '34483713_1', '36412770_0', '37415172_0']",1,1.0
0.85,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
0.9,36653543_1,"['36653543_1', '27703357_0', '30459645_2', '35387253_1', '35567795_1', '33231380_1', '35387253_0', '37847365_2', '33918047_1', '37391321_1']",1,1.0
0.9,33360592_0,"['33360592_0', '34098334_0', '33360592_1', '35838408_1', '25556215_1', '29220711_1', '30205328_0', '29220711_0', '32382957_1', '37403365_1']",1,1.0
0.9,25690381_0,"['33227742_0', '37840685_0', '31496868_0', '35605064_0', '37419600_0', '34307394_0', '31750835_0', '34404895_2', '34457991_0', '37397176_1']",0,0.0
0.9,37553283_1,"['37553283_1', '36539286_0', '37553283_0', '23756297_1', '35412463_2', '37470136_1', '27338092_1', '36273625_0', '36188912_0', '37394613_1']",1,1.0
0.9,34973101_1,"['34973101_1', '34003119_1', '36082949_1', '36400834_1', '30457482_1', '35065909_1', '36062807_1', '36624227_1', '35453917_1', '37390663_1']",1,1.0
0.9,36653206_1,"['36653206_1', '36653206_0', '35065909_1', '36283244_1', '33706046_1', '31324132_1', '36622410_1', '35900608_1', '30653149_1', '37394240_1']",1,1.0
0.9,30027158_0,"['30027158_0', '37352939_1', '34537885_0', '37436801_0', '37428547_0', '36467993_1', '28890949_0', '37870890_0', '28057607_0', '37428547_2']",1,1.0
0.9,35601287_1,"['35601287_1', '35696272_2', '37399055_2', '37606976_0', '35775697_0', '37089740_1', '37085970_0', '35601287_0', '35658908_1', '37393330_1']",1,1.0
0.9,33612139_0,"['33612139_0', '33612139_1', '36855437_1', '34442144_0', '36346798_0', '35774945_1', '28321856_0', '34483713_1', '36412770_0', '37415172_0']",1,1.0
0.9,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
0.95,36653543_1,"['36653543_1', '27703357_0', '30459645_2', '35387253_1', '35567795_1', '33231380_1', '35387253_0', '37847365_2', '33918047_1', '37391321_1']",1,1.0
0.95,33360592_0,"['33360592_0', '34098334_0', '33360592_1', '35838408_1', '25556215_1', '29220711_1', '30205328_0', '29220711_0', '32382957_1', '37403365_1']",1,1.0
0.95,25690381_0,"['33227742_0', '37840685_0', '31496868_0', '35605064_0', '37419600_0', '34307394_0', '31750835_0', '34404895_2', '34457991_0', '37397176_1']",0,0.0
0.95,37553283_1,"['37553283_1', '36539286_0', '37553283_0', '23756297_1', '35412463_2', '37470136_1', '27338092_1', '36273625_0', '36188912_0', '37394613_1']",1,1.0
0.95,34973101_1,"['34973101_1', '34003119_1', '36082949_1', '36400834_1', '30457482_1', '35065909_1', '36062807_1', '36624227_1', '35453917_1', '37390663_1']",1,1.0
0.95,36653206_1,"['36653206_1', '36653206_0', '35065909_1', '36283244_1', '33706046_1', '31324132_1', '36622410_1', '35900608_1', '30653149_1', '37394240_1']",1,1.0
0.95,30027158_0,"['30027158_0', '37352939_1', '34537885_0', '37436801_0', '37428547_0', '36467993_1', '28890949_0', '37870890_0', '28057607_0', '37428547_2']",1,1.0
0.95,35601287_1,"['35601287_1', '35696272_2', '37399055_2', '37606976_0', '35775697_0', '37089740_1', '37085970_0', '35601287_0', '35658908_1', '37393330_1']",1,1.0
0.95,33612139_0,"['33612139_0', '33612139_1', '36855437_1', '34442144_0', '36346798_0', '35774945_1', '28321856_0', '34483713_1', '36412770_0', '37415172_0']",1,1.0
0.95,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
1.0,36653543_1,"['36653543_1', '27703357_0', '30459645_2', '35387253_1', '35567795_1', '33231380_1', '35387253_0', '37847365_2', '33918047_1', '37391321_1']",1,1.0
1.0,33360592_0,"['33360592_0', '34098334_0', '33360592_1', '35838408_1', '25556215_1', '29220711_1', '30205328_0', '29220711_0', '32382957_1', '37403365_1']",1,1.0
1.0,25690381_0,"['33227742_0', '37840685_0', '31496868_0', '35605064_0', '37419600_0', '34307394_0', '31750835_0', '34404895_2', '34457991_0', '37397176_1']",0,0.0
1.0,37553283_1,"['37553283_1', '36539286_0', '37553283_0', '23756297_1', '35412463_2', '37470136_1', '27338092_1', '36273625_0', '36188912_0', '37394613_1']",1,1.0
1.0,34973101_1,"['34973101_1', '34003119_1', '36082949_1', '36400834_1', '30457482_1', '35065909_1', '36062807_1', '36624227_1', '35453917_1', '37390663_1']",1,1.0
1.0,36653206_1,"['36653206_1', '36653206_0', '35065909_1', '36283244_1', '33706046_1', '31324132_1', '36622410_1', '35900608_1', '30653149_1', '37394240_1']",1,1.0
1.0,30027158_0,"['30027158_0', '37352939_1', '34537885_0', '37436801_0', '37428547_0', '36467993_1', '28890949_0', '37870890_0', '28057607_0', '37428547_2']",1,1.0
1.0,35601287_1,"['35601287_1', '35696272_2', '37399055_2', '37606976_0', '35775697_0', '37089740_1', '37085970_0', '35601287_0', '35658908_1', '37393330_1']",1,1.0
1.0,33612139_0,"['33612139_0', '33612139_1', '36855437_1', '34442144_0', '36346798_0', '35774945_1', '28321856_0', '34483713_1', '36412770_0', '37415172_0']",1,1.0
1.0,37036637_0,"['37036637_0', '37036637_1', '37538187_1', '33591447_1', '37189489_0', '37538187_0', '34580155_0', '34499277_0', '36119725_1', '37400891_0']",1,1.0
0.0,36452194_1,"['33313667_1', '34119562_1', '33602196_0', '36946094_1', '34927595_2', '37398823_0', '37547540_1', '33491152_1', '36406470_1', '36452194_1']",0,0.1
0.0,36652171_1,"['34842535_2', '37747539_1', '30112675_1', '37799217_1', '36652171_1', '37398329_1', '36812635_1', '35293878_2', '34650476_1', '31682262_0']",0,0.2
0.0,37762154_0,"['37394223_2', '35442214_0', '33039027_0', '36454636_2', '33039027_1', '36454636_1', '36472344_1', '32971981_0', '37762154_1', '37762154_0']",0,0.1
0.0,32174124_0,"['32810387_1', '32174124_0', '27149863_1', '37483531_0', '25425062_1', '37397318_1', '23552443_0', '34794526_1', '33249955_0', '33280069_0']",1,0.5
0.0,37761781_1,"['37761781_0', '37794526_1', '37408750_1', '34593930_1', '37761781_1', '37906226_1', '37885118_1', '31376332_1', '37654002_1', '36372400_1']",0,0.2
0.0,29249247_0,"['33347838_0', '34986484_1', '33771475_0', '37235291_1', '30613315_0', '37394613_1', '31801986_0', '34731463_0', '31886259_0', '35786336_1']",0,0.0
0.0,26689588_0,"['37394223_2', '31367295_0', '25132666_0', '23859594_0', '26788282_0', '26689588_0', '37626120_1', '31287626_0', '37019331_1', '31287626_1']",0,0.16666666666666666
0.0,35727571_0,"['32609420_0', '35474366_1', '31425440_0', '32006241_0', '37459179_0', '37424577_0', '37306294_1', '37306294_0', '36057432_1', '35727571_0']",0,0.1
0.0,37164481_1,"['37164481_1', '37558245_0', '37897346_0', '34379752_1', '34927670_0', '37871712_1', '35610537_0', '36993502_3', '33160514_0', '37398894_0']",1,1.0
0.0,30913362_1,"['30049262_0', '28915338_1', '24190124_0', '30913362_1', '24190124_1', '24088177_1', '37403211_1', '36600485_1', '29017430_0', '25829815_0']",0,0.25
0.05,36452194_1,"['36452194_1', '36406470_1', '36946094_1', '33491152_1', '37547540_1', '33602196_0', '34927595_2', '34119562_1', '33313667_1', '37398823_0']",1,1.0
0.05,36652171_1,"['36652171_1', '30112675_1', '34842535_2', '37747539_1', '37799217_1', '36812635_1', '35293878_2', '31682262_0', '34650476_1', '37398329_1']",1,1.0
0.05,37762154_0,"['37762154_1', '37762154_0', '36454636_2', '36454636_1', '33039027_0', '32971981_0', '36472344_1', '33039027_1', '35442214_0', '37394223_2']",1,0.5
0.05,32174124_0,"['32174124_0', '27149863_1', '33249955_0', '33280069_0', '32810387_1', '37483531_0', '23552443_0', '25425062_1', '34794526_1', '37397318_1']",1,1.0
0.05,37761781_1,"['37761781_1', '37761781_0', '36372400_1', '37654002_1', '37794526_1', '37906226_1', '31376332_1', '34593930_1', '37885118_1', '37408750_1']",1,1.0
0.05,29249247_0,"['37235291_1', '35786336_1', '31886259_0', '31801986_0', '30613315_0', '34986484_1', '34731463_0', '33771475_0', '33347838_0', '37394613_1']",0,0.0
0.05,26689588_0,"['26689588_0', '26788282_0', '37019331_1', '31287626_0', '25132666_0', '31367295_0', '37626120_1', '23859594_0', '31287626_1', '37394223_2']",1,1.0
0.05,35727571_0,"['35727571_0', '37306294_0', '35474366_1', '31425440_0', '37306294_1', '32609420_0', '37459179_0', '36057432_1', '32006241_0', '37424577_0']",1,1.0
0.05,37164481_1,"['37164481_1', '33160514_0', '37871712_1', '35610537_0', '37558245_0', '36993502_3', '37897346_0', '34927670_0', '34379752_1', '37398894_0']",1,1.0
0.05,30913362_1,"['30913362_1', '30049262_0', '28915338_1', '25829815_0', '24190124_0', '24190124_1', '36600485_1', '29017430_0', '24088177_1', '37403211_1']",1,1.0
0.1,36452194_1,"['36452194_1', '36406470_1', '36946094_1', '33491152_1', '37547540_1', '33602196_0', '34927595_2', '34119562_1', '33313667_1', '37398823_0']",1,1.0
0.1,36652171_1,"['36652171_1', '30112675_1', '34842535_2', '37747539_1', '37799217_1', '36812635_1', '35293878_2', '31682262_0', '34650476_1', '37398329_1']",1,1.0
0.1,37762154_0,"['37762154_1', '37762154_0', '36454636_2', '36454636_1', '33039027_0', '32971981_0', '36472344_1', '33039027_1', '35442214_0', '37394223_2']",1,0.5
0.1,32174124_0,"['32174124_0', '27149863_1', '33249955_0', '33280069_0', '32810387_1', '37483531_0', '23552443_0', '25425062_1', '34794526_1', '37397318_1']",1,1.0
0.1,37761781_1,"['37761781_1', '37761781_0', '36372400_1', '37654002_1', '37794526_1', '37906226_1', '31376332_1', '34593930_1', '37885118_1', '37408750_1']",1,1.0
0.1,29249247_0,"['37235291_1', '35786336_1', '31886259_0', '31801986_0', '30613315_0', '34986484_1', '34731463_0', '33771475_0', '33347838_0', '37394613_1']",0,0.0
0.1,26689588_0,"['26689588_0', '26788282_0', '37019331_1', '31287626_0', '25132666_0', '31367295_0', '37626120_1', '23859594_0', '31287626_1', '37394223_2']",1,1.0
0.1,35727571_0,"['35727571_0', '37306294_0', '35474366_1', '31425440_0', '37306294_1', '32609420_0', '37459179_0', '36057432_1', '32006241_0', '37424577_0']",1,1.0
0.1,37164481_1,"['37164481_1', '33160514_0', '37871712_1', '35610537_0', '37558245_0', '36993502_3', '37897346_0', '34927670_0', '34379752_1', '37398894_0']",1,1.0
0.1,30913362_1,"['30913362_1', '30049262_0', '28915338_1', '25829815_0', '24190124_0', '24190124_1', '36600485_1', '29017430_0', '24088177_1', '37403211_1']",1,1.0
0.15,36452194_1,"['36452194_1', '36406470_1', '36946094_1', '33491152_1', '37547540_1', '33602196_0', '34927595_2', '34119562_1', '33313667_1', '37398823_0']",1,1.0
0.15,36652171_1,"['36652171_1', '30112675_1', '34842535_2', '37747539_1', '37799217_1', '36812635_1', '35293878_2', '31682262_0', '34650476_1', '37398329_1']",1,1.0
0.15,37762154_0,"['37762154_1', '37762154_0', '36454636_2', '36454636_1', '33039027_0', '32971981_0', '36472344_1', '33039027_1', '35442214_0', '37394223_2']",1,0.5
0.15,32174124_0,"['32174124_0', '27149863_1', '33249955_0', '33280069_0', '32810387_1', '37483531_0', '23552443_0', '25425062_1', '34794526_1', '37397318_1']",1,1.0
0.15,37761781_1,"['37761781_1', '37761781_0', '36372400_1', '37654002_1', '37794526_1', '37906226_1', '31376332_1', '34593930_1', '37885118_1', '37408750_1']",1,1.0
0.15,29249247_0,"['37235291_1', '35786336_1', '31886259_0', '31801986_0', '30613315_0', '34986484_1', '34731463_0', '33771475_0', '33347838_0', '37394613_1']",0,0.0
0.15,26689588_0,"['26689588_0', '26788282_0', '37019331_1', '31287626_0', '25132666_0', '31367295_0', '37626120_1', '23859594_0', '31287626_1', '37394223_2']",1,1.0
0.15,35727571_0,"['35727571_0', '37306294_0', '35474366_1', '31425440_0', '37306294_1', '32609420_0', '37459179_0', '36057432_1', '32006241_0', '37424577_0']",1,1.0
0.15,37164481_1,"['37164481_1', '33160514_0', '37871712_1', '35610537_0', '37558245_0', '36993502_3', '37897346_0', '34927670_0', '34379752_1', '37398894_0']",1,1.0
0.15,30913362_1,"['30913362_1', '30049262_0', '28915338_1', '25829815_0', '24190124_0', '24190124_1', '36600485_1', '29017430_0', '24088177_1', '37403211_1']",1,1.0
0.2,36452194_1,"['36452194_1', '36406470_1', '36946094_1', '33491152_1', '37547540_1', '33602196_0', '34927595_2', '34119562_1', '33313667_1', '37398823_0']",1,1.0
0.2,36652171_1,"['36652171_1', '30112675_1', '34842535_2', '37747539_1', '37799217_1', '36812635_1', '35293878_2', '31682262_0', '34650476_1', '37398329_1']",1,1.0
0.2,37762154_0,"['37762154_1', '37762154_0', '36454636_2', '36454636_1', '33039027_0', '32971981_0', '36472344_1', '33039027_1', '35442214_0', '37394223_2']",1,0.5
0.2,32174124_0,"['32174124_0', '27149863_1', '33249955_0', '33280069_0', '32810387_1', '37483531_0', '23552443_0', '25425062_1', '34794526_1', '37397318_1']",1,1.0
0.2,37761781_1,"['37761781_1', '37761781_0', '36372400_1', '37654002_1', '37794526_1', '37906226_1', '31376332_1', '34593930_1', '37885118_1', '37408750_1']",1,1.0
0.2,29249247_0,"['37235291_1', '35786336_1', '31886259_0', '31801986_0', '30613315_0', '34986484_1', '34731463_0', '33771475_0', '33347838_0', '37394613_1']",0,0.0
0.2,26689588_0,"['26689588_0', '26788282_0', '37019331_1', '31287626_0', '25132666_0', '31367295_0', '37626120_1', '23859594_0', '31287626_1', '37394223_2']",1,1.0
0.2,35727571_0,"['35727571_0', '37306294_0', '35474366_1', '31425440_0', '37306294_1', '32609420_0', '37459179_0', '36057432_1', '32006241_0', '37424577_0']",1,1.0
0.2,37164481_1,"['37164481_1', '33160514_0', '37871712_1', '35610537_0', '37558245_0', '36993502_3', '37897346_0', '34927670_0', '34379752_1', '37398894_0']",1,1.0
0.2,30913362_1,"['30913362_1', '30049262_0', '28915338_1', '25829815_0', '24190124_0', '24190124_1', '36600485_1', '29017430_0', '24088177_1', '37403211_1']",1,1.0
0.25,36452194_1,"['36452194_1', '36406470_1', '36946094_1', '33491152_1', '37547540_1', '33602196_0', '34927595_2', '34119562_1', '33313667_1', '37398823_0']",1,1.0
0.25,36652171_1,"['36652171_1', '30112675_1', '34842535_2', '37747539_1', '37799217_1', '36812635_1', '35293878_2', '31682262_0', '34650476_1', '37398329_1']",1,1.0
0.25,37762154_0,"['37762154_1', '37762154_0', '36454636_2', '36454636_1', '33039027_0', '32971981_0', '36472344_1', '33039027_1', '35442214_0', '37394223_2']",1,0.5
0.25,32174124_0,"['32174124_0', '27149863_1', '33249955_0', '33280069_0', '32810387_1', '37483531_0', '23552443_0', '25425062_1', '34794526_1', '37397318_1']",1,1.0
0.25,37761781_1,"['37761781_1', '37761781_0', '36372400_1', '37654002_1', '37794526_1', '37906226_1', '31376332_1', '34593930_1', '37885118_1', '37408750_1']",1,1.0
0.25,29249247_0,"['37235291_1', '35786336_1', '31886259_0', '31801986_0', '30613315_0', '34986484_1', '34731463_0', '33771475_0', '33347838_0', '37394613_1']",0,0.0
0.25,26689588_0,"['26689588_0', '26788282_0', '37019331_1', '31287626_0', '25132666_0', '31367295_0', '37626120_1', '23859594_0', '31287626_1', '37394223_2']",1,1.0
0.25,35727571_0,"['35727571_0', '37306294_0', '35474366_1', '31425440_0', '37306294_1', '32609420_0', '37459179_0', '36057432_1', '32006241_0', '37424577_0']",1,1.0
0.25,37164481_1,"['37164481_1', '33160514_0', '37871712_1', '35610537_0', '37558245_0', '36993502_3', '37897346_0', '34927670_0', '34379752_1', '37398894_0']",1,1.0
0.25,30913362_1,"['30913362_1', '30049262_0', '28915338_1', '25829815_0', '24190124_0', '24190124_1', '36600485_1', '29017430_0', '24088177_1', '37403211_1']",1,1.0
0.3,36452194_1,"['36452194_1', '36406470_1', '36946094_1', '33491152_1', '37547540_1', '33602196_0', '34927595_2', '34119562_1', '33313667_1', '37398823_0']",1,1.0
0.3,36652171_1,"['36652171_1', '30112675_1', '34842535_2', '37747539_1', '37799217_1', '36812635_1', '35293878_2', '31682262_0', '34650476_1', '37398329_1']",1,1.0
0.3,37762154_0,"['37762154_1', '37762154_0', '36454636_2', '36454636_1', '33039027_0', '32971981_0', '36472344_1', '33039027_1', '35442214_0', '37394223_2']",1,0.5
0.3,32174124_0,"['32174124_0', '27149863_1', '33249955_0', '33280069_0', '32810387_1', '37483531_0', '23552443_0', '25425062_1', '34794526_1', '37397318_1']",1,1.0
0.3,37761781_1,"['37761781_1', '37761781_0', '36372400_1', '37654002_1', '37794526_1', '37906226_1', '31376332_1', '34593930_1', '37885118_1', '37408750_1']",1,1.0
0.3,29249247_0,"['37235291_1', '35786336_1', '31886259_0', '31801986_0', '30613315_0', '34986484_1', '34731463_0', '33771475_0', '33347838_0', '37394613_1']",0,0.0
0.3,26689588_0,"['26689588_0', '26788282_0', '37019331_1', '31287626_0', '25132666_0', '31367295_0', '37626120_1', '23859594_0', '31287626_1', '37394223_2']",1,1.0
0.3,35727571_0,"['35727571_0', '37306294_0', '35474366_1', '31425440_0', '37306294_1', '32609420_0', '37459179_0', '36057432_1', '32006241_0', '37424577_0']",1,1.0
0.3,37164481_1,"['37164481_1', '33160514_0', '37871712_1', '35610537_0', '37558245_0', '36993502_3', '37897346_0', '34927670_0', '34379752_1', '37398894_0']",1,1.0
0.3,30913362_1,"['30913362_1', '30049262_0', '28915338_1', '25829815_0', '24190124_0', '24190124_1', '36600485_1', '29017430_0', '24088177_1', '37403211_1']",1,1.0
0.35,36452194_1,"['36452194_1', '36406470_1', '36946094_1', '33491152_1', '37547540_1', '33602196_0', '34927595_2', '34119562_1', '33313667_1', '37398823_0']",1,1.0
0.35,36652171_1,"['36652171_1', '30112675_1', '34842535_2', '37747539_1', '37799217_1', '36812635_1', '35293878_2', '31682262_0', '34650476_1', '37398329_1']",1,1.0
0.35,37762154_0,"['37762154_1', '37762154_0', '36454636_2', '36454636_1', '33039027_0', '32971981_0', '36472344_1', '33039027_1', '35442214_0', '37394223_2']",1,0.5
0.35,32174124_0,"['32174124_0', '27149863_1', '33249955_0', '33280069_0', '32810387_1', '37483531_0', '23552443_0', '25425062_1', '34794526_1', '37397318_1']",1,1.0
0.35,37761781_1,"['37761781_1', '37761781_0', '36372400_1', '37654002_1', '37794526_1', '37906226_1', '31376332_1', '34593930_1', '37885118_1', '37408750_1']",1,1.0
0.35,29249247_0,"['37235291_1', '35786336_1', '31886259_0', '31801986_0', '30613315_0', '34986484_1', '34731463_0', '33771475_0', '33347838_0', '37394613_1']",0,0.0
0.35,26689588_0,"['26689588_0', '26788282_0', '37019331_1', '31287626_0', '25132666_0', '31367295_0', '37626120_1', '23859594_0', '31287626_1', '37394223_2']",1,1.0
