pipeline_weight,query_id,retrieved_document_ids,binary_at_k,rank_score
0.55,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.55,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.55,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.55,24782925_1,"['24782925_0', '35027902_1', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.55,33616543_0,"['33616543_0', '36807211_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.55,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.55,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.55,36653206_1,"['36653206_0', '36283244_1', '33706046_1', '30653149_1', '35065909_1', '25719224_2', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
0.6,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '36579176_0', '36561370_0', '36478787_0', '36467623_0', '36467622_0', '36452180_0', '37388382_0', '37387736_0', '37266287_0']",1,1.0
0.6,29342668_0,"['29342668_0', '25402853_0', '32607417_0', '29167455_0', '31581505_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '32992181_0', '24699871_0', '24699871_1']",1,1.0
0.6,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.6,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.6,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.6,24782925_1,"['24782925_0', '35027902_1', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.6,33616543_0,"['33616543_0', '36807211_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.6,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.6,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.6,36653206_1,"['36653206_0', '36283244_1', '33706046_1', '30653149_1', '35065909_1', '25719224_2', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
0.65,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '36579176_0', '36561370_0', '36478787_0', '36467623_0', '36467622_0', '36452180_0', '37388382_0', '37387736_0', '37266287_0']",1,1.0
0.65,29342668_0,"['29342668_0', '25402853_0', '32607417_0', '29167455_0', '31581505_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '32992181_0', '24699871_0', '24699871_1']",1,1.0
0.65,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.65,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.65,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.65,24782925_1,"['24782925_0', '35027902_1', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.65,33616543_0,"['33616543_0', '36807211_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.65,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.65,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.65,36653206_1,"['36653206_0', '36283244_1', '33706046_1', '30653149_1', '35065909_1', '25719224_2', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
0.7,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '36579176_0', '36561370_0', '36478787_0', '36467623_0', '36467622_0', '36452180_0', '37388382_0', '37387736_0', '37266287_0']",1,1.0
0.7,29342668_0,"['29342668_0', '25402853_0', '32607417_0', '29167455_0', '31581505_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '32992181_0', '24699871_0', '24699871_1']",1,1.0
0.7,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.7,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.7,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.7,24782925_1,"['24782925_0', '35027902_1', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.7,33616543_0,"['33616543_0', '36807211_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.7,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.7,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.7,36653206_1,"['36653206_0', '36283244_1', '33706046_1', '30653149_1', '35065909_1', '25719224_2', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
0.75,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '36579176_0', '36561370_0', '36478787_0', '36467623_0', '36467622_0', '36452180_0', '37388382_0', '37387736_0', '37266287_0']",1,1.0
0.75,29342668_0,"['29342668_0', '25402853_0', '32607417_0', '29167455_0', '31581505_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '32992181_0', '24699871_0', '24699871_1']",1,1.0
0.75,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.75,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.75,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.75,24782925_1,"['24782925_0', '35027902_1', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.75,33616543_0,"['33616543_0', '36807211_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.75,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.75,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.75,36653206_1,"['36653206_0', '36283244_1', '33706046_1', '30653149_1', '35065909_1', '25719224_2', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
0.8,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '36579176_0', '36561370_0', '36478787_0', '36467623_0', '36467622_0', '36452180_0', '37388382_0', '37387736_0', '37266287_0']",1,1.0
0.8,29342668_0,"['29342668_0', '25402853_0', '32607417_0', '29167455_0', '31581505_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '32992181_0', '24699871_0', '24699871_1']",1,1.0
0.8,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.8,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.8,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.8,24782925_1,"['24782925_0', '35027902_1', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.8,33616543_0,"['33616543_0', '36807211_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.8,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.8,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.8,36653206_1,"['36653206_0', '36283244_1', '33706046_1', '30653149_1', '35065909_1', '25719224_2', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
0.85,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '36579176_0', '36561370_0', '36478787_0', '36467623_0', '36467622_0', '36452180_0', '37388382_0', '37387736_0', '37266287_0']",1,1.0
0.85,29342668_0,"['29342668_0', '25402853_0', '32607417_0', '29167455_0', '31581505_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '32992181_0', '24699871_0', '24699871_1']",1,1.0
0.85,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.85,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.85,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.85,24782925_1,"['24782925_0', '35027902_1', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.85,33616543_0,"['33616543_0', '36807211_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.85,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.85,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.85,36653206_1,"['36653206_0', '36283244_1', '33706046_1', '30653149_1', '35065909_1', '25719224_2', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
0.9,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '36579176_0', '36561370_0', '36478787_0', '36467623_0', '36467622_0', '36452180_0', '37388382_0', '37387736_0', '37266287_0']",1,1.0
0.9,29342668_0,"['29342668_0', '25402853_0', '32607417_0', '29167455_0', '31581505_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '32992181_0', '24699871_0', '24699871_1']",1,1.0
0.9,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.9,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.9,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.9,24782925_1,"['24782925_0', '30630126_0', '35027902_1', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.9,33616543_0,"['33616543_0', '38042295_0', '36807211_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.9,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.9,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.9,36653206_1,"['36653206_0', '36283244_1', '33706046_1', '30653149_1', '35065909_1', '25719224_2', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
0.95,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '36579176_0', '36561370_0', '36478787_0', '36467623_0', '36467622_0', '36452180_0', '37388382_0', '37387736_0', '37266287_0']",1,1.0
0.95,29342668_0,"['29342668_0', '25402853_0', '32607417_0', '29167455_0', '31581505_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '32992181_0', '24699871_0', '24699871_1']",1,1.0
0.95,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '31592950_0', '36409664_0', '30789480_0', '26161469_0', '36877207_1', '34787505_0']",1,1.0
0.95,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '35094821_0', '34332822_0', '34250108_0', '34332822_1', '28374961_0', '30635764_0', '25894887_0', '30801310_0', '25950357_1', '34250108_1']",0,0.09090909090909091
0.95,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '36241444_0', '37541100_0', '33105897_0', '30200548_0', '36560047_0', '35875763_0', '33264805_0', '33264805_1']",1,1.0
0.95,24782925_1,"['24782925_0', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '35027902_1', '33793127_0', '36045698_0', '29096909_1', '38138171_1', '37992093_1', '30185101_0', '29275555_1', '28180904_0', '38130791_1', '29275555_0', '34900142_0']",0,0.0
0.95,33616543_0,"['33616543_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '36807211_0', '37258642_0', '37650527_0', '33685437_0', '36807211_1', '34485025_1', '34385728_1', '33967002_1', '35105196_0', '34543228_0', '34107384_1', '34319252_2']",1,1.0
0.95,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '32558042_0', '34479377_1', '31162407_0', '32208592_1', '33442586_0', '30614569_0', '26267702_0', '28804351_0', '31043278_0']",1,1.0
0.95,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '36150907_0', '36059063_1', '36179416_0', '31915440_1', '31915440_0', '25360097_0', '30258228_1']",1,1.0
0.95,36653206_1,"['36653206_0', '36283244_1', '30653149_1', '35065909_1', '25719224_2', '33706046_1', '31324132_1', '25719223_1', '30324429_0', '35066633_1', '33887507_1', '37988414_1', '36622410_1', '37819276_1', '38087719_2', '35832894_0', '36283244_0']",0,0.0
1.0,37502085_0,"['37502085_0', '37680599_0', '37538725_0', '38094397_0', '38124868_0', '37476256_0', '38078183_0', '37416301_0', '38124857_0', '37538579_0', '37387736_0', '36452180_0', '36467622_0', '36579176_0', '36478787_0', '37388382_0', '36561370_0', '37266287_0', '36467623_0']",1,1.0
1.0,29342668_0,"['29342668_0', '25402853_0', '29167455_0', '31581505_0', '32607417_0', '33302466_0', '31440528_0', '32967756_0', '29167088_0', '30446408_0', '29984154_1', '36707649_0', '28700568_1', '28262185_1', '24699871_1', '24699871_0', '32992181_0']",1,1.0
1.0,33565829_1,"['33565829_1', '33565829_0', '27465166_1', '37585876_0', '27465166_0', '32332546_0', '25282067_1', '35192026_0', '31592950_1', '36332561_2', '36409664_0', '31592950_0', '34787505_0', '30789480_0', '26161469_0', '36877207_1']",1,1.0
1.0,35094821_0,"['29407344_1', '29407344_0', '37847016_1', '30244237_1', '24356579_0', '37928805_0', '23482866_0', '33720107_0', '31462166_1', '37661580_0', '34250108_0', '28374961_0', '25894887_0', '25950357_1', '34250108_1', '34332822_1', '30635764_0', '35094821_0', '30801310_0', '34332822_0']",0,0.05555555555555555
1.0,35400853_1,"['35400853_1', '35400853_0', '36433622_0', '35126913_0', '33105897_1', '36616915_0', '35761870_1', '30463378_0', '30910965_0', '32149672_0', '33264805_1', '36241444_0', '33105897_0', '30200548_0', '35875763_0', '33264805_0', '37541100_0', '36560047_0']",1,1.0
1.0,24782925_1,"['24782925_0', '30630126_0', '31705492_0', '23361519_1', '35669335_1', '35669335_0', '33793127_0', '36045698_0', '29096909_1', '35027902_1', '37992093_1', '29275555_1', '38130791_1', '30185101_0', '29275555_0', '34900142_0', '38138171_1', '28180904_0']",0,0.0
1.0,33616543_0,"['33616543_0', '38042295_0', '36261607_0', '35072742_0', '37405821_0', '29971516_0', '37258642_0', '37650527_0', '33685437_0', '36807211_0', '34385728_1', '34319252_2', '36807211_1', '34485025_1', '34543228_0', '34107384_1', '35105196_0', '33967002_1']",1,1.0
1.0,26294537_0,"['26294537_0', '31397107_1', '34017291_1', '34177675_0', '28337158_0', '34017291_0', '26441743_0', '25131528_0', '36004832_0', '32558042_2', '28804351_0', '26267702_0', '30614569_0', '34479377_1', '31162407_0', '32208592_1', '32558042_0', '31043278_0', '33442586_0']",1,1.0
1.0,24038793_0,"['24038793_0', '25192656_1', '25192656_0', '27449252_0', '32182576_1', '37693556_0', '24816534_1', '36016464_1', '28700568_1', '24304435_1', '25360097_0', '36179416_0', '31915440_1', '31915440_0', '30258228_1', '36150907_0', '36059063_1']",1,1.0
